league	club	playerIndex	player	age	value	wage	method
es	R. Sociedad	353	Demidov	23	1000000	100000	fifa11-unique
es	R. Sociedad	352	Elustondo	23	800000	50000	fifa11-club
es	R. Sociedad	356	Bergara	24	1800000	150000	fifa11-club
es	R. Sociedad	357	Zurutuza	24	1200000	100000	fifa11-club
es	R. Sociedad	354	Illarramendi	20	1000000	100000	fifa11-club
es	R. Sociedad	359	Ifran	23	1700000	150000	fifa11-club
es	R. Sociedad	358	Agirretxe	23	1500000	100000	fifa11-club
es	R. Sociedad	466	Sarpong	22	2600000	200000	audited-addition
es	R. Sociedad	467	Carlos Martinez	24	1900000	150000	audited-addition
es	R. Sociedad	468	Viguera	23	900000	50000	audited-addition
es	Zaragoza	360	Franco	33	1800000	150000	fifa11-club
es	Zaragoza	363	Jarosik	32	2900000	200000	fifa11-club
es	Zaragoza	372	Diogo	27	3300000	250000	fifa11-club
es	Zaragoza	471	P. da Silva	23	3200000	250000	audited-addition
es	Zaragoza	379	Gabi	27	8400000	650000	fifa11-club
es	Zaragoza	366	Herrera	21	6200000	450000	fifa11-club
es	Zaragoza	361	Ponzio	28	3900000	300000	fifa11-club
es	Zaragoza	375	Lafita	26	3900000	300000	fifa11-club
es	Zaragoza	365	Edmilson	34	1500000	100000	fifa11-club
es	Zaragoza	369	Uche	26	3600000	250000	fifa11-club
es	Zaragoza	370	Sinama-Pongolle	25	3300000	250000	fifa11-club
es	Zaragoza	371	Roberto	25	900000	50000	audited-retained
es	Zaragoza	362	Contini	30	1300000	100000	fifa11-club
es	Zaragoza	376	Obradovic	22	1200000	100000	fifa11-club
es	Zaragoza	373	Lanzaro	28	900000	50000	fifa11-unique
es	Zaragoza	374	Paredes	28	800000	50000	fifa11-club
es	Zaragoza	377	Bertolo	24	3300000	250000	fifa11-club
es	Zaragoza	367	N'Daw	26	2200000	150000	fifa11-unique
es	Zaragoza	378	Lacruz	18	1900000	150000	fifa11-club
es	Zaragoza	368	Braulio	24	2100000	150000	fifa11-club
es	Zaragoza	469	Doblas	30	1800000	150000	audited-addition
es	Zaragoza	470	Jorge Lopez	31	1700000	150000	audited-addition
es	Zaragoza	472	Boutahar	23	2500000	200000	audited-addition
es	Hercules	380	Calatayud	30	1500000	100000	fifa11-club
es	Hercules	473	Pulhac	26	1200000	100000	audited-addition
es	Hercules	383	Sarr	26	1600000	100000	fifa11-club
es	Hercules	389	K. Femenia	22	4000000	300000	audited-retained
es	Hercules	381	Juanra	30	1300000	100000	fifa11-club
es	Hercules	388	Rufete	33	1200000	100000	fifa11-club
es	Hercules	387	Aguilar	25	2000000	150000	fifa11-club
es	Hercules	385	Farinos	32	1000000	100000	fifa11-club
es	Hercules	395	Tote	31	1000000	100000	fifa11-club
es	Hercules	397	Drenthe	23	1700000	150000	fifa11-club
es	Hercules	399	Portillo	28	1200000	100000	fifa11-club
es	Hercules	391	Alba	32	500000	50000	fifa11-club
es	Hercules	384	Pena	32	1000000	100000	fifa11-club
es	Hercules	394	A. Paz	31	700000	50000	fifa11-club
es	Hercules	392	Cortes	31	300000	50000	fifa11-club
es	Hercules	390	Fritzler	24	1600000	100000	fifa11-club
es	Hercules	386	Gomes	25	1400000	100000	fifa11-club
es	Hercules	396	Sendoa	34	400000	50000	fifa11-club
es	Hercules	398	Valdez	26	1400000	100000	fifa11-club
es	Hercules	393	Trezeguet	32	1000000	100000	fifa11-club
es	Hercules	474	Pamarot	31	800000	50000	audited-addition
es	Hercules	475	Velthuizen	23	2700000	200000	audited-addition
es	Hercules	476	Thomert	30	1400000	100000	audited-addition
it	Inter	0	Cesar	30	24400000	1850000	fifa11-club
it	Inter	1	Maicon	29	25600000	1900000	fifa11-club
it	Inter	3	Lucio	32	13100000	1000000	fifa11-club
it	Inter	4	Chivu	29	11100000	850000	fifa11-club
it	Inter	2	Samuel	32	7400000	550000	fifa11-club
it	Inter	7	Sneijder	26	33100000	2500000	fifa11-club
it	Inter	5	Zanetti	37	5600000	400000	fifa11-club
it	Inter	6	Cambiasso	30	13000000	1000000	fifa11-club
it	Inter	11	Stankovic	31	6800000	500000	fifa11-club
it	Inter	10	Coutinho	18	11300000	850000	fifa11-club
it	Inter	8	Eto'o	29	43100000	3250000	fifa11-club
it	Inter	12	Castellazzi	35	3600000	250000	fifa11-club
it	Inter	13	Materazzi	37	1500000	100000	fifa11-club
it	Inter	15	Santon	19	4300000	300000	fifa11-club
it	Inter	14	Cordoba	34	2500000	200000	fifa11-club
it	Inter	16	Motta	28	5800000	450000	fifa11-club
it	Inter	17	Mariga	23	6700000	500000	fifa11-club
it	Inter	18	Pandev	27	6500000	500000	fifa11-club
it	Inter	9	Milito	31	6100000	450000	fifa11-club
it	Inter	19	Biabiany	22	7200000	550000	fifa11-club
it	Inter	400	Orlandoni	38	1100000	100000	audited-addition
it	Inter	401	Natalino	18	2000000	150000	audited-addition
it	Inter	402	Obi	19	3200000	250000	audited-addition
it	Inter	403	Muntari	23	7600000	550000	audited-addition
it	Inter	404	Suazo	30	2800000	200000	audited-addition
it	Roma	20	Doni	30	9700000	750000	fifa11-club
it	Roma	21	Burdisso	29	10000000	750000	fifa11-club
it	Roma	23	Juan	31	7300000	550000	fifa11-club
it	Roma	22	Mexes	28	8500000	650000	fifa11-club
it	Roma	24	Riise	29	5600000	400000	fifa11-club
it	Roma	26	De Rossi	27	25600000	1900000	fifa11-club
it	Roma	25	Pizarro	30	7600000	550000	fifa11-club
it	Roma	27	Taddei	30	5400000	400000	fifa11-club
it	Roma	29	Totti	33	14400000	1100000	fifa11-club
it	Roma	28	Vucinic	26	10900000	800000	fifa11-club
it	Roma	30	Menez	23	8700000	650000	fifa11-club
it	Roma	31	Lobont	32	2200000	150000	fifa11-club
it	Roma	39	Cicinho	30	2000000	150000	fifa11-club
it	Roma	406	Rosi	23	2800000	200000	audited-addition
it	Roma	33	Castellini	31	1800000	150000	fifa11-club
it	Roma	38	Brighi	29	2700000	200000	fifa11-club
it	Roma	36	Perrotta	32	2000000	150000	fifa11-club
it	Roma	34	Simplicio	30	2200000	150000	fifa11-club
it	Roma	37	Adriano	28	4000000	300000	fifa11-club
it	Roma	35	Borriello	28	4700000	350000	fifa11-club
it	Roma	405	Julio Sergio	31	5200000	400000	audited-addition
it	Roma	407	Greco	24	1600000	100000	audited-addition
it	Roma	408	Okaka	21	4100000	300000	audited-addition
it	Milan	52	Abbiati	33	12300000	900000	fifa11-club
it	Milan	53	Silva	25	34600000	2600000	fifa11-club
it	Milan	42	Nesta	34	11200000	850000	fifa11-club
it	Milan	41	Zambrotta	33	11600000	850000	fifa11-club
it	Milan	55	Abate	23	14200000	1050000	fifa11-club
it	Milan	58	Seedorf	34	12000000	900000	fifa11-club
it	Milan	45	Pirlo	31	15600000	1150000	fifa11-club
it	Milan	47	Ambrosini	33	10800000	800000	fifa11-club
it	Milan	44	Boateng	23	23500000	1750000	fifa11-club
it	Milan	49	Ibrahimovic	28	53900000	4050000	fifa11-club
it	Milan	50	Pato	20	37400000	2800000	fifa11-club
it	Milan	40	Amelia	28	10800000	800000	fifa11-club
it	Milan	43	Yepes	34	5600000	400000	fifa11-club
it	Milan	57	Bonera	29	6700000	500000	fifa11-club
it	Milan	54	Antonini	28	6100000	450000	fifa11-club
it	Milan	46	Gattuso	32	12200000	900000	fifa11-club
it	Milan	48	Ronaldinho	30	8600000	650000	fifa11-club
it	Milan	56	Flamini	26	6700000	500000	fifa11-club
it	Milan	51	Robinho	26	21500000	1600000	fifa11-club
it	Milan	59	Inzaghi	37	1900000	150000	fifa11-club
it	Milan	409	Roma	36	2900000	200000	audited-addition
it	Milan	410	Oddo	34	2800000	200000	audited-addition
it	Milan	411	Sokratis	22	8900000	650000	audited-addition
it	Milan	412	Merkel	18	4200000	300000	audited-addition
it	Milan	413	Strasser	20	2200000	150000	audited-addition
it	Sampdoria	60	Curci	25	1800000	150000	fifa11-club
it	Sampdoria	73	Rossi	21	3700000	300000	fifa11-club
it	Sampdoria	62	Lucchini	29	1700000	150000	fifa11-club
it	Sampdoria	415	Accardi	27	2000000	150000	audited-addition
it	Sampdoria	63	Gastaldello	27	1600000	100000	fifa11-club
it	Sampdoria	65	Palombo	28	9000000	700000	fifa11-club
it	Sampdoria	66	Semioli	30	2200000	150000	fifa11-club
it	Sampdoria	68	Mannini	26	3000000	200000	fifa11-club
it	Sampdoria	69	Cassano	28	18800000	1400000	fifa11-club
it	Sampdoria	70	Pazzini	26	15600000	1150000	fifa11-club
it	Sampdoria	67	Pozzi	24	2600000	200000	fifa11-club
it	Sampdoria	71	Fiorillo	20	1200000	100000	fifa11-club
it	Sampdoria	75	Ziegler	24	1500000	100000	fifa11-club
it	Sampdoria	72	Regini	24	1000000	100000	audited-retained
it	Sampdoria	77	Cacciatore	23	900000	50000	fifa11-club
it	Sampdoria	64	Guberti	25	1700000	150000	fifa11-club
it	Sampdoria	74	Poli	20	1800000	150000	fifa11-club
it	Sampdoria	79	Dessena	23	1700000	150000	fifa11-club
it	Sampdoria	78	Tissone	24	1000000	100000	fifa11-club
it	Sampdoria	76	Marilungo	21	1100000	100000	fifa11-club
it	Sampdoria	414	Da Costa	26	1100000	100000	audited-addition
it	Sampdoria	416	Padalino	26	1600000	100000	audited-addition
it	Sampdoria	417	Koman	21	2000000	150000	audited-addition
it	Palermo	91	Sirigu	23	10800000	800000	fifa11-club
it	Palermo	84	Cassani	27	5200000	400000	fifa11-club
it	Palermo	81	Balzaretti	28	4200000	300000	fifa11-club
it	Palermo	83	Goian	29	2500000	200000	fifa11-club
it	Palermo	82	Bovo	27	2900000	200000	fifa11-club
it	Palermo	88	Pastore	21	28200000	2100000	fifa11-club
it	Palermo	87	Ilicic	22	7700000	600000	fifa11-club
it	Palermo	85	Migliaccio	29	4700000	350000	fifa11-club
it	Palermo	86	Nocerino	25	4800000	350000	fifa11-club
it	Palermo	89	Maccarone	30	2800000	200000	fifa11-club
it	Palermo	90	Miccoli	31	2500000	200000	fifa11-club
it	Palermo	80	Benussi	28	3400000	250000	fifa11-club
it	Palermo	92	Munoz	19	1900000	150000	fifa11-club
it	Palermo	99	Darmian	20	1700000	150000	fifa11-club
it	Palermo	93	Raggi	26	1100000	100000	fifa11-unique
it	Palermo	95	Bacinovic	20	2200000	150000	fifa11-club
it	Palermo	94	Kasami	18	1900000	150000	fifa11-club
it	Palermo	96	Hernandez	20	2800000	200000	fifa11-club
it	Palermo	97	Mchedlidze	20	2300000	150000	fifa11-unique
it	Palermo	98	Pinilla	26	1800000	150000	fifa11-club
it	Palermo	418	Brichetto	27	1400000	100000	audited-addition
it	Palermo	419	Joao Pedro	18	2800000	200000	audited-addition
it	Palermo	420	Liverani	34	1700000	150000	audited-addition
it	Napoli	100	De Sanctis	33	4600000	350000	fifa11-club
it	Napoli	102	Cannavaro	29	6700000	500000	fifa11-club
it	Napoli	103	Campagnaro	30	4600000	350000	fifa11-club
it	Napoli	104	Zuniga	24	6900000	500000	fifa11-club
it	Napoli	107	Hamsik	23	33600000	2500000	fifa11-club
it	Napoli	108	Maggio	28	11600000	850000	fifa11-club
it	Napoli	105	Gargano	26	7500000	550000	fifa11-club
it	Napoli	106	Yebda	26	6700000	500000	fifa11-club
it	Napoli	116	Pazienza	28	5800000	450000	fifa11-club
it	Napoli	109	Cavani	23	50700000	3800000	fifa11-club
it	Napoli	110	Lavezzi	25	38300000	2850000	fifa11-club
it	Napoli	111	Iezzo	37	1500000	100000	fifa11-club
it	Napoli	101	Aronica	32	3300000	250000	fifa11-club
it	Napoli	112	Santacroce	24	3500000	250000	fifa11-club
it	Napoli	113	Grava	33	1400000	100000	fifa11-club
it	Napoli	115	Cribari	30	1800000	150000	fifa11-club
it	Napoli	117	Dossena	28	3900000	300000	fifa11-club
it	Napoli	114	Sosa	25	3600000	250000	fifa11-club
it	Napoli	118	Lucarelli	34	1700000	150000	fifa11-club
it	Napoli	119	Dumitru	18	4900000	350000	fifa11-club
it	Napoli	421	Gianello	34	1200000	100000	audited-addition
it	Napoli	422	Vitale	22	2800000	200000	audited-addition
it	Napoli	423	Blasi	30	2400000	200000	audited-addition
it	Napoli	424	Maiello	19	1800000	150000	audited-addition
it	Juventus	120	Buffon	32	22500000	1700000	fifa11-club
it	Juventus	122	Chiellini	26	25300000	1900000	fifa11-club
it	Juventus	124	De Ceglie	23	12600000	950000	fifa11-club
it	Juventus	121	Grosso	32	5700000	450000	fifa11-club
it	Juventus	123	Bonucci	23	12800000	950000	fifa11-club
it	Juventus	126	Krasic	25	14400000	1100000	fifa11-club
it	Juventus	129	Pepe	27	14400000	1100000	fifa11-club
it	Juventus	125	Aquilani	26	10400000	800000	fifa11-club
it	Juventus	127	Melo	27	8000000	600000	fifa11-club
it	Juventus	128	Quagliarella	27	11600000	850000	fifa11-club
it	Juventus	137	Del Piero	35	2600000	200000	fifa11-club
it	Juventus	131	Storari	32	4400000	350000	fifa11-club
it	Juventus	132	Grygera	30	2000000	150000	fifa11-club
it	Juventus	135	Motta	24	3100000	250000	fifa11-club
it	Juventus	139	Sissoko	25	4000000	300000	fifa11-club
it	Juventus	133	Martinez	27	3200000	250000	fifa11-club
it	Juventus	134	Lanzafame	23	3400000	250000	fifa11-club
it	Juventus	136	Salihamidzic	33	1300000	100000	fifa11-club
it	Juventus	130	Amauri	30	3900000	300000	fifa11-club
it	Juventus	138	Iaquinta	30	3400000	250000	fifa11-club
it	Juventus	425	Manninger	33	3100000	250000	audited-addition
it	Juventus	426	Legrottaglie	33	2900000	200000	audited-addition
it	Juventus	427	Traore	20	4200000	300000	audited-addition
it	Juventus	428	Giandonato	18	1400000	100000	audited-addition
it	Parma	140	Pavarini	36	1700000	150000	fifa11-club
it	Parma	141	Dellafiore	25	3000000	200000	fifa11-club
it	Parma	143	Paci	32	1200000	100000	fifa11-club
it	Parma	144	Zenoni	30	1500000	100000	audited-retained
it	Parma	429	Zaccardo	28	2100000	150000	audited-addition
it	Parma	145	Morrone	31	2400000	200000	fifa11-club
it	Parma	324	Valiani	29	2700000	200000	fifa11-club
it	Parma	147	Galloppa	25	2400000	200000	fifa11-club
it	Parma	146	Giovinco	23	1500000	100000	fifa11-club
it	Parma	149	Bojinov	24	3800000	300000	fifa11-club
it	Parma	150	Paloschi	20	3700000	300000	fifa11-club
it	Parma	151	Mirante	27	800000	50000	fifa11-club
it	Parma	152	Gobbi	29	1000000	100000	fifa11-club
it	Parma	154	Antonelli	23	900000	50000	fifa11-club
it	Parma	153	Paletta	24	900000	50000	fifa11-club
it	Parma	155	Candreva	23	1500000	100000	fifa11-club
it	Parma	156	Marques	25	1200000	100000	fifa11-club
it	Parma	157	Leonardi	33	400000	50000	audited-retained
it	Parma	159	Crespo	35	400000	50000	fifa11-club
it	Parma	430	Lucarelli	33	900000	50000	audited-addition
it	Parma	431	Angelo	23	2800000	200000	audited-addition
it	Genoa	160	Eduardo	27	3200000	250000	fifa11-club
it	Genoa	161	Rafinha	24	5400000	400000	fifa11-club
it	Genoa	164	Moretti	29	3900000	300000	fifa11-club
it	Genoa	162	Dainelli	31	3200000	250000	fifa11-club
it	Genoa	166	Chico	23	4700000	350000	fifa11-club
it	Genoa	163	Ferrari	26	2500000	200000	audited-retained
it	Genoa	168	Jankovic	26	6700000	500000	fifa11-club
it	Genoa	165	Kharja	27	5600000	400000	fifa11-club
it	Genoa	167	Juric	28	2600000	200000	audited-retained
it	Genoa	169	Palacio	28	5400000	400000	fifa11-club
it	Genoa	170	Toni	33	3200000	250000	fifa11-club
it	Genoa	171	Scarpi	37	800000	50000	fifa11-club
it	Genoa	172	Criscito	23	1800000	150000	fifa11-club
it	Genoa	179	Mesto	28	1200000	100000	fifa11-club
it	Genoa	178	Alessio	37	300000	50000	fifa11-club
it	Genoa	174	Modesto	28	1100000	100000	fifa11-club
it	Genoa	176	Milanetto	34	800000	50000	fifa11-club
it	Genoa	177	Veloso	24	1800000	150000	fifa11-club
it	Genoa	173	Sculli	29	1100000	100000	fifa11-club
it	Genoa	175	Jovanovic	26	2700000	200000	fifa11-club
it	Genoa	432	Perin	17	900000	50000	audited-addition
it	Bari	180	Gillet	31	4000000	300000	fifa11-club
it	Bari	183	Raggi	26	1400000	100000	fifa11-club
it	Bari	184	Parisi	33	700000	50000	fifa11-club
it	Bari	181	Masiello	28	800000	50000	fifa11-club
it	Bari	182	Stellini	32	500000	50000	audited-retained
it	Bari	188	Almiron	29	4100000	300000	fifa11-club
it	Bari	185	Donati	29	1500000	100000	fifa11-club
it	Bari	186	Gazzi	27	1700000	150000	fifa11-club
it	Bari	187	Alvarez	30	1400000	100000	fifa11-club
it	Bari	189	Barreto	25	5800000	450000	fifa11-club
it	Bari	190	Ghezzal	25	1900000	150000	fifa11-club
it	Bari	191	Fontana	35	400000	50000	fifa11-unique
it	Bari	194	Colombo	26	700000	50000	audited-retained
it	Bari	199	Visconti	25	700000	50000	audited-retained
it	Bari	193	Belmonte	23	700000	50000	fifa11-club
it	Bari	192	Esposito	27	600000	50000	audited-retained
it	Bari	197	Rivas	27	600000	50000	fifa11-club
it	Bari	198	Rajcic	27	500000	50000	audited-retained
it	Bari	195	Rudolf	25	800000	50000	fifa11-unique
it	Bari	196	Kutuzov	30	500000	50000	fifa11-club
it	Bari	433	Padelli	24	800000	50000	audited-addition
it	Bari	434	Rossi	22	1600000	100000	audited-addition
it	Bari	435	Pulzetti	26	1700000	150000	audited-addition
it	Bari	436	Caputo	23	1000000	100000	audited-addition
it	Fiorentina	200	Frey	30	3400000	250000	fifa11-club
it	Fiorentina	203	Natali	31	2300000	150000	fifa11-club
it	Fiorentina	201	Comotto	31	1800000	150000	fifa11-club
it	Fiorentina	204	Vargas	26	2800000	200000	fifa11-club
it	Fiorentina	202	Gamberini	29	1700000	150000	fifa11-club
it	Fiorentina	209	Ljajic	18	6400000	500000	fifa11-club
it	Fiorentina	205	Marchionni	30	3800000	300000	fifa11-club
it	Fiorentina	207	Santana	28	3900000	300000	fifa11-club
it	Fiorentina	208	Montolivo	25	4800000	350000	fifa11-club
it	Fiorentina	206	Jovetic	20	3300000	250000	fifa11-club
it	Fiorentina	210	Gilardino	28	4000000	300000	fifa11-club
it	Fiorentina	215	Avramov	31	1000000	100000	fifa11-club
it	Fiorentina	211	Boruc	30	1200000	100000	fifa11-club
it	Fiorentina	213	De Silvestri	22	1800000	150000	fifa11-club
it	Fiorentina	214	Pasqual	28	1100000	100000	fifa11-club
it	Fiorentina	218	Cerci	23	1700000	150000	fifa11-club
it	Fiorentina	216	D'Agostino	28	1300000	100000	fifa11-club
it	Fiorentina	439	Bolatti	25	2400000	200000	audited-addition
it	Fiorentina	212	Donadel	27	1000000	100000	fifa11-club
it	Fiorentina	217	Babacar	17	2000000	150000	fifa11-club
it	Fiorentina	437	Seculin	20	600000	50000	audited-addition
it	Fiorentina	438	Camporese	18	2200000	150000	audited-addition
it	Fiorentina	440	Papa Waigo	26	1000000	100000	audited-addition
it	Lazio	220	Muslera	24	13600000	1000000	fifa11-club
it	Lazio	221	Scaloni	32	8200000	600000	fifa11-club
it	Lazio	223	Diakite	23	14200000	1050000	fifa11-club
it	Lazio	222	Lichtsteiner	26	11200000	850000	fifa11-club
it	Lazio	225	Garrido	25	12000000	900000	fifa11-club
it	Lazio	224	Biava	33	3200000	250000	fifa11-club
it	Lazio	228	Hernanes	25	19200000	1450000	fifa11-club
it	Lazio	226	Brocchi	34	4000000	300000	fifa11-club
it	Lazio	227	Ledesma	27	7000000	500000	fifa11-club
it	Lazio	229	Zarate	23	15700000	1200000	fifa11-club
it	Lazio	230	Floccari	28	6000000	450000	fifa11-club
it	Lazio	238	Carrizo	26	3200000	250000	fifa11-unique
it	Lazio	232	Dias	31	2100000	150000	fifa11-club
it	Lazio	233	Stendardo	29	2500000	200000	fifa11-club
it	Lazio	235	Mauri	30	4300000	300000	fifa11-club
it	Lazio	231	Bresciano	30	2400000	200000	fifa11-club
it	Lazio	237	Foggia	27	3100000	250000	fifa11-club
it	Lazio	236	Matuzalem	30	2400000	200000	fifa11-club
it	Lazio	234	Kozak	21	4100000	300000	fifa11-club
it	Lazio	239	Rocchi	32	2000000	150000	fifa11-club
it	Lazio	441	Berny	27	2100000	150000	audited-addition
it	Lazio	442	Cavanda	19	3500000	250000	audited-addition
it	Lazio	443	Gonzalez	25	4800000	350000	audited-addition
it	Catania	240	Andujar	27	2800000	200000	fifa11-club
it	Catania	243	Bellusci	21	3700000	300000	fifa11-club
it	Catania	242	Silvestre	25	3400000	250000	fifa11-club
it	Catania	244	Capuano	29	2200000	150000	fifa11-club
it	Catania	241	Potenza	26	2100000	150000	fifa11-club
it	Catania	247	Gomez	22	10700000	800000	fifa11-club
it	Catania	245	Carboni	31	2900000	200000	fifa11-club
it	Catania	248	Ledesma	26	4500000	350000	fifa11-club
it	Catania	246	Biagianti	26	3400000	250000	fifa11-club
it	Catania	249	Lopez	26	6200000	450000	fifa11-club
it	Catania	250	Morimoto	22	6300000	450000	fifa11-club
it	Catania	251	Campagnolo	32	700000	50000	fifa11-club
it	Catania	257	Alvarez	26	1600000	100000	fifa11-club
it	Catania	253	Marchese	25	1700000	150000	fifa11-club
it	Catania	252	Spolli	27	1100000	100000	fifa11-club
it	Catania	255	Barrientos	25	2000000	150000	fifa11-club
it	Catania	256	Ricchiuti	32	1000000	100000	fifa11-club
it	Catania	258	Izco	27	1600000	100000	fifa11-club
it	Catania	254	Sciacca	21	1500000	100000	fifa11-club
it	Catania	259	Plasmati	27	1600000	100000	fifa11-club
it	Catania	444	Kosicky	24	900000	50000	audited-addition
it	Catania	445	Terlizzi	30	1500000	100000	audited-addition
it	Catania	446	Antenucci	25	2500000	200000	audited-addition
it	Catania	447	Martinho	22	1900000	150000	audited-addition
it	Chievo	260	Sorrentino	31	1400000	100000	fifa11-club
it	Chievo	264	Mantovani	26	3500000	250000	fifa11-club
it	Chievo	263	Andreolli	24	2700000	200000	fifa11-club
it	Chievo	261	Frey	26	2100000	150000	fifa11-club
it	Chievo	262	Mandelli	33	900000	50000	fifa11-club
it	Chievo	265	Rigoni	25	4800000	350000	fifa11-club
it	Chievo	266	Marcolini	34	2000000	150000	fifa11-club
it	Chievo	267	Fernandes	23	4200000	300000	fifa11-club
it	Chievo	268	Thereau	27	4300000	300000	fifa11-club
it	Chievo	269	Moscardelli	30	2800000	200000	fifa11-club
it	Chievo	270	Pellissier	31	2500000	200000	fifa11-club
it	Chievo	271	Miskiewicz	26	800000	50000	audited-retained
it	Chievo	272	Cesar	28	900000	50000	fifa11-club
it	Chievo	275	Jokic	24	1200000	100000	fifa11-club
it	Chievo	277	Guana	29	1300000	100000	fifa11-club
it	Chievo	274	Luciano	34	700000	50000	fifa11-club
it	Chievo	273	Bentz	32	700000	50000	audited-retained
it	Chievo	276	Constant	23	900000	50000	fifa11-club
it	Chievo	278	Esposito	32	900000	50000	audited-retained
it	Chievo	279	Granoche	26	1000000	100000	fifa11-club
it	Chievo	448	Squizzi	36	500000	50000	audited-addition
it	Chievo	449	Morero	28	1400000	100000	audited-addition
it	Chievo	450	Bogliaacino	30	1900000	150000	audited-addition
it	Chievo	451	De Paula	26	1400000	100000	audited-addition
it	Udinese	280	Handanovic	26	14400000	1100000	fifa11-club
it	Udinese	282	Zapata	23	7900000	600000	fifa11-club
it	Udinese	283	Armero	23	7900000	600000	fifa11-club
it	Udinese	284	Pasquale	28	6100000	450000	fifa11-club
it	Udinese	281	Isla	22	7300000	550000	fifa11-club
it	Udinese	285	Inler	26	13500000	1000000	fifa11-club
it	Udinese	287	Asamoah	21	8800000	650000	fifa11-club
it	Udinese	286	Pinzi	29	4100000	300000	fifa11-club
it	Udinese	290	Di Natale	32	26300000	1950000	fifa11-club
it	Udinese	299	Sanchez	21	42100000	3150000	fifa11-club
it	Udinese	289	Flores	27	7200000	550000	fifa11-club
it	Udinese	291	Belardi	32	2200000	150000	fifa11-club
it	Udinese	293	Benatia	23	3600000	250000	fifa11-club
it	Udinese	292	Domizzi	30	2000000	150000	fifa11-club
it	Udinese	298	Eremenko	29	2700000	200000	audited-retained
it	Udinese	454	Cuadrado	22	3900000	300000	audited-addition
it	Udinese	297	Badu	19	3700000	300000	fifa11-club
it	Udinese	295	Obodo	26	3000000	200000	fifa11-unique
it	Udinese	294	Abdi	23	2500000	200000	fifa11-club
it	Udinese	288	Corradi	34	2400000	200000	fifa11-club
it	Udinese	452	Koprivec	22	2000000	150000	audited-addition
it	Udinese	453	Coda	25	5300000	400000	audited-addition
it	Udinese	455	Denis	28	5400000	400000	audited-addition
it	Cagliari	300	Marchetti	27	2800000	200000	fifa11-club
it	Cagliari	301	Pisano	24	3500000	250000	fifa11-club
it	Cagliari	302	Ariaudo	21	3700000	300000	fifa11-club
it	Cagliari	303	Canini	25	3000000	200000	fifa11-club
it	Cagliari	308	Cossu	30	3200000	250000	fifa11-club
it	Cagliari	305	Conti	31	2400000	200000	fifa11-club
it	Cagliari	306	Lazzari	25	3600000	250000	fifa11-club
it	Cagliari	307	Biondini	27	2800000	200000	fifa11-club
it	Cagliari	310	Pinardi	29	1500000	100000	fifa11-club
it	Cagliari	314	Matri	26	7800000	600000	fifa11-club
it	Cagliari	309	Nene	27	5800000	450000	fifa11-club
it	Cagliari	315	Agazzi	26	1300000	100000	fifa11-club
it	Cagliari	456	Pelizzoli	29	1400000	100000	audited-addition
it	Cagliari	304	Agostini	31	1600000	100000	fifa11-club
it	Cagliari	317	Astori	23	2400000	200000	fifa11-club
it	Cagliari	312	Perico	26	1200000	100000	fifa11-club
it	Cagliari	313	Nainggolan	22	2200000	150000	fifa11-club
it	Cagliari	319	Larrivey	27	1800000	150000	audited-retained
it	Cagliari	318	Ragatzu	18	2200000	150000	fifa11-club
it	Cagliari	316	Mancosu	21	1600000	100000	audited-retained
it	Cagliari	457	Biasi	31	900000	50000	audited-addition
it	Cagliari	458	Laneri	26	900000	50000	audited-addition
it	Cagliari	459	Acquafresca	22	4500000	350000	audited-addition
it	Bologna	320	Viviano	24	1900000	150000	fifa11-club
it	Bologna	322	Britos	25	3000000	200000	fifa11-club
it	Bologna	321	Moras	29	1900000	150000	fifa11-club
it	Bologna	323	Terzi	26	2100000	150000	fifa11-unique
it	Bologna	325	Perez	30	3200000	250000	fifa11-club
it	Bologna	329	Rocca	22	4300000	300000	fifa11-club
it	Bologna	328	Ramirez	19	4600000	350000	appearance-db
it	Bologna	462	Busce	34	700000	50000	audited-addition
it	Bologna	326	Krhin	20	3200000	250000	fifa11-club
it	Bologna	330	Di Vaio	34	4800000	350000	fifa11-club
it	Bologna	335	Gimenez	24	1700000	150000	fifa11-club
it	Bologna	331	Colombo	28	800000	50000	audited-retained
it	Bologna	332	Portanova	31	800000	50000	fifa11-club
it	Bologna	336	Morleo	26	1200000	100000	fifa11-club
it	Bologna	333	Cherubin	24	1000000	100000	fifa11-club
it	Bologna	327	Mudingayi	28	2300000	150000	fifa11-club
it	Bologna	334	Casarini	21	1800000	150000	fifa11-club
it	Bologna	338	Ekdal	21	1800000	150000	fifa11-club
it	Bologna	463	Paponi	23	2000000	150000	audited-addition
it	Bologna	339	Meggiorini	24	1500000	100000	fifa11-club
it	Bologna	460	Lupatelli	32	1100000	100000	audited-addition
it	Bologna	461	Esposito	24	1900000	150000	audited-addition
it	Lecce	340	Rosati	27	2100000	150000	fifa11-club
it	Lecce	341	Tomovic	23	1800000	150000	fifa11-unique
it	Lecce	343	Ferrario	25	1500000	100000	fifa11-club
it	Lecce	356	Terranova	31	900000	50000	audited-retained
it	Lecce	344	Fabiano	28	1200000	100000	fifa11-club
it	Lecce	348	Giacomazzi	32	1500000	100000	fifa11-club
it	Lecce	347	Mazzotta	21	2600000	200000	fifa11-unique
it	Lecce	346	Bertolacci	19	2800000	200000	fifa11-club
